LST_Celsius,NDBI,NDVI,QA_PIXEL,QA_RADSAT,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_ATRAN,ST_B10,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,Latitude,Longitude
29.548105340000006,0.261042785380218,-0.39215183380353913,21952,0,0.0037612499999999938,0.020055000000000003,0.05493875000000001,0.03053249999999999,0.013331250000000003,0.022749999999999992,0.02210374999999999,224,7109.0,302.69810534,613.0,1198.0,9880.0,0,222.0,9540.0,2564.0,19.111073764708145,72.75046752629731
42.17939825000002,0.05773413385775494,0.19995356088499694,21824,0,0.058609999999999995,0.07374875,0.10831625,0.12059499999999998,0.180875,0.20304,0.17639249999999998,192,7144.5,315.32939825,1173.0,1188.0,9706.0,89,215.0,10678.5,2535.5,19.204049396614515,72.85179749034599
30.028337150000027,-0.08892942870859351,-0.39622440613720317,21952,0,0.028469999999999995,0.04569875000000001,0.08272750000000001,0.08195749999999999,0.03544125000000001,0.0296525,0.02680624999999999,224,7120.0,303.17833715,674.5,1194.5,9880.0,0,232.5,9616.5,2554.5,19.159852284635832,72.77633900647994
44.284898569999996,0.03876489343849638,0.23268561301348187,21824,0,0.062377499999999975,0.07490374999999999,0.10058875,0.11365125000000001,0.18258000000000002,0.19730625000000002,0.1597,128,7144.5,317.43489857,821.5,1187.5,9638.0,112,229.5,10821.5,2534.0,19.12643495606659,72.85691788746547
37.50867391999998,-0.09585156796229645,0.32722283205268937,21824,0,0.06849625000000001,0.07726875000000002,0.1021975,0.1072575,0.21159250000000002,0.1745775,0.12212124999999999,96,7134.0,310.65867391999996,715.0,1191.0,9528.0,229,269.0,10078.5,2542.5,19.0604087826838,72.82754297767477
29.484871969999972,0.286220977020059,-0.3044640004646978,21952,0,0.0010112500000000052,0.020481249999999993,0.05588750000000001,0.028071250000000006,0.014967499999999995,0.02697124999999999,0.025513749999999988,208,7098.5,302.63487196999995,976.0,1200.5,9880.0,0,207.5,9509.5,2571.5,19.022679540750783,72.73699279703551
43.36203317000002,-0.06627880147318674,0.3633325242265249,21824,0,0.06548500000000002,0.07394124999999999,0.10112499999999999,0.10655625000000002,0.228175,0.19980875,0.1328875,81,7169.0,316.51203317,957.0,1180.5,9636.0,126,236.5,10817.5,2514.0,19.011630262756114,72.92186608250731
30.42653647999998,-0.16844994232528537,-0.2224457384859714,21952,0,0.04274249999999999,0.05408625,0.07450500000000002,0.057730000000000004,0.03672,0.026132500000000003,0.01988999999999999,224,7129.0,303.57653647999996,728.0,1192.0,9880.0,0,217.5,9678.5,2547.0,19.121314558947105,72.80948684046396
29.64210089000005,0.2037726723095524,-0.28345085749107674,21952,0,0.0027987500000000026,0.019958749999999997,0.059146249999999984,0.03685749999999999,0.0205775,0.031109999999999985,0.02859375,224,7087.5,302.79210089000003,834.5,1203.5,9880.0,0,214.5,9554.5,2575.0,18.992496147204367,72.79601211120217
36.46788683,-0.0863194280438843,0.4525111599133044,21824,0,0.037875000000000006,0.039607500000000004,0.051927500000000015,0.04767874999999999,0.12649375,0.10639124999999999,0.06791875,128,7201.0,309.61788683,1891.5,1171.5,9562.0,113,216.0,10006.0,2486.5,19.048551020933424,73.00756536061232
